,Unnamed: 0,song_id,artist_id,artist_name,artist_familiarity,artist_hotttnesss,title,song_hotttnesss,year,duration,loudness,tempo,artist_mbtags,release,release_7digitalid
6241,6241,SOVGRWF12A8C144940,AR7KA5V1187FB44E6B,The Del McCoury Band,0.6087035683375998,0.3622189568153929,She's Left Me Again,0.2658610492106501,0,170.94485,-11.732000000000001,143.431,folk,The Family,757779
6354,6354,SOQXKUW12AC9072842,AREWQSE1187B9AEC6C,The Jackson Southernaires,0.3230089909532323,0.3114376403272833,You've Got A Chance,,0,318.17098,-7.162999999999999,113.09200000000001,none,Hear Our Prayers O Lord,600648
6355,6355,SOXNERI12A6701E92E,AR12F2S1187FB56EEF,Aerosmith,0.8725365986697359,0.6111175034329808,What It Takes,,1988,314.27873,-4.82,70.876,heavy metal,Aerosmith - Universal Masters Collection,14320
6357,6357,SOKWINH12A8C136EA1,ARJIE2Y1187B994AB7,Line Renaud,0.4702122956890726,0.3200869267523748,Dis_ Oh Dis (Everybody Loves A Lover),,0,171.17995,-14.512,92.905,none,Collection Disques Pathé,154721
6394,6394,SOBKDCU12A6D4F80F6,ARXPPEY1187FB51DF4,Michael Jackson,0.8665197540507962,0.8085021367031329,Girl You're So Together,0.5069050641974842,1984,188.99546,-10.44,111.459,pop,The Motown Years 50,312635
6471,6471,SOQLJFO12A6D4F7503,ARE8GLF1187FB52532,Red Hot Chili Peppers,0.8339679720525084,0.5769038155883393,The Greeting Song (Album Version),0.7015192000067242,1991,193.43628,-9.959,134.221,alternative rock,Blood Sugar Sex Magik,30962
6539,6539,SOFPRHS12AB0186476,ARYDFJA1241B9CBFF2,Jacques Douai,0.31385115159841964,0.14519082979005074,M'En Vas A La Fontaine,,0,107.41506000000001,-20.243,241.24200000000002,none,Heritage - Récital n°3 & 4 - BAM (1956-1957),368977
6565,6565,SOREMQU12AB017D2DC,AROF4LP1187FB41C51,Selena,0.7483207030670265,0.5458659170701919,Disco Medley (Live At Houston Astrodome),0.0,0,222.11872999999997,-6.803999999999999,123.759,none,Movie Soundtrack,335846
6769,6769,SOEFDUR12A8C14337A,AR7KA5V1187FB44E6B,The Del McCoury Band,0.6087035683375998,0.3622189568153929,She Can't Burn Me Now,0.5799382520658115,0,234.16117999999997,-6.747999999999999,127.257,folk,The Company We Keep,757774
6879,6879,SOVAHZK12A6310F23C,ARH6W4X1187B99274F,Radiohead,0.8999349522317316,0.6758870114182804,Fake Plastic Trees (Acoustic Version),0.6074745483681705,2009,281.12934,-12.186,99.68,rock,Fake Plastic Trees,1036
6971,6971,SOTEHKT12A6D4F87BC,ARJIE2Y1187B994AB7,Line Renaud,0.4702122956890726,0.3200869267523748,Cent Mille Guitares,0.0,1994,159.76443999999998,-9.324,127.956,none,Les Années Chansons,34757
7134,7134,SOMUMTW12A6701C7B8,AR12F2S1187FB56EEF,Aerosmith,0.8725365986697359,0.6107314629039089,Cryin',,1993,308.76689,-3.947,105.804,heavy metal,20th Century Masters: The Millennium Collection: The Best Of Aerosmith,403756
7185,7185,SOOEXUJ12A6701E77F,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,0.6940216479070769,0.4794076755751476,Loverman,0.6507670133977544,1994,382.01424,-7.971,137.589,seen live,Let Love In,8423
7223,7223,SODMJQQ12CF4E25877,ART3O5Z1187B9AB043,Stevie Ray Vaughan And Double Trouble,0.7830371095483493,0.544257505724526,Mary Had A Little Lamb,,1988,166.73914,-14.373,122.546,jazz and blues,Texas Flood,405566
7266,7266,SOXSPET12AB0183111,AR8BMEQ1187B9B4214,Pumpkin Buzzard,0.3911088846318064,0.2400984057529611,Captain Fury,,0,56.29342,-6.621,140.04399999999998,none,True Shift,639791
7310,7310,SOCMIQN12A8C1414C0,AR78ZID1187B9B31ED,Mikey Dread,0.5856831498303938,0.3604457658067229,Quest for Oneness,,1991,184.47628,-9.791,157.983,classic pop and rock,Pave the Way,611206
7364,7364,SOHTQAS12A6701C7BA,AR12F2S1187FB56EEF,Aerosmith,0.8725365986697359,0.6107314629039089,Crazy,,1993,319.73832000000004,-4.277,162.343,heavy metal,Get A Grip,14309
7375,7375,SOAKPEL12A6D4FC126,ARJIE2Y1187B994AB7,Line Renaud,0.4702122956890726,0.3200869267523748,En Écoutant Mon Coeur Chanter,,0,171.96363,-8.546,66.97399999999999,none,Platinum Line Renaud,272703
7383,7383,SOUYBZV12AC468E677,AREWQSE1187B9AEC6C,The Jackson Southernaires,0.3230089909532323,0.3114376403272833,Show Some Sign,,0,273.68444,-7.926,142.523,none,The Word In Song,598764
7414,7414,SOCOLDY12A6701E98B,AR12F2S1187FB56EEF,Aerosmith,0.8725365986697359,0.6107314629039089,Same Old Song And Dance,,1974,357.53751,-5.686,133.596,heavy metal,A Little South Of Sanity,14330
7450,7450,SOKROPT12A8C141885,ARN03F71187FB4E3F4,Ayo,0.5225901845504569,0.3906412358783116,These Days,,2006,288.31302,-18.328,82.723,soul and reggae,Joyful,121392
7480,7480,SOKYMFL12AF72A25AA,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,0.694025280206236,0.4794076755751476,Sleeping Annaleah (2009 Digital Remaster),,0,196.62322,-10.168,125.11200000000001,seen live,Kicking Against The Pricks (2009 Digital Remaster),413221
7505,7505,SONZCGY12A8C1403C1,AROIHOI122988FEB8E,Mario Rosenstock,0.3345427836570606,0.04903438084848781,Mercedes Benz,,0,55.66649,-5.396,181.731,none,Gift Grub,270011
7512,7512,SONSQLD12A6310D960,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,0.6815813054346181,0.4794076755751476,Where Do We Go Now But Nowhere,0.6359058668740022,2006,345.75628,-18.942,122.00200000000001,seen live,The Boatmans Call,1280
7566,7566,SOMLGKF12AB017DF3C,ARH6W4X1187B99274F,Radiohead,0.8999349522317316,0.6836580602023751,Vegetable (Live),0.5874265067023358,1993,188.31628,-9.958,115.906,rock,Pablo Honey (Collector's Edition),404997
7598,7598,SOHKTJX12AB0185A8D,ARIRD6J1187FB5A98C,Sugar Minott,0.6069757372185262,0.38628965124618425,A True,0.3041695034352752,1984,206.78485,-7.651,152.91,none,George Phang: Power House Selector's Choice Vol. 2,420159
7614,7614,SOTOMJM12A8C134AA2,AR12F2S1187FB56EEF,Aerosmith,0.8725365986697359,0.6107314629039089,Milkcow Blues,0.5954787482467339,1991,255.65995,-10.672,103.976,heavy metal,Pandora's Box (Display Box),290095
7701,7701,SODFKNA12CF5828911,AR6PJ8R1187FB5AD70,Shakira,0.8573199009058027,0.7172098545666633,Objection (Tango),,2001,224.52200000000002,-5.8229999999999995,179.486,colombian,Laundry Service,289398
7747,7747,SODQZAW12AB0184A51,ARH6W4X1187B99274F,Radiohead,0.8999349522317316,0.6046668763512903,You Never Wash Up After Yourself (Live),0.5287824809425877,0,102.45179,-21.343000000000004,87.279,rock,The Bends (Collectors Edition),405019
7764,7764,SOMMJVR12A6D4F98E0,ARE8GLF1187FB52532,Red Hot Chili Peppers,0.8339679720525084,0.5769038155883393,Hard To Concentrate (Album Version),0.7354556780509899,0,241.84117999999998,-7.95,105.294,alternative rock,Stadium Arcadium,32950
7803,7803,SODMJWA12A8C13BA03,ARX9YIP1187B98A656,RUN-DMC,0.6869889546292448,0.6066301517291853,Jam-Master Jammin',0.5183103193207527,1985,259.97016,-14.283,99.948,hip-hop,King Of Rock,296948
7811,7811,SOZNZIN12A6701E95F,AR12F2S1187FB56EEF,Aerosmith,0.8725365986697359,0.6107314629039089,Janie's Got A Gun,0.7309499060971577,1989,329.69097999999997,-6.6579999999999995,115.10600000000001,heavy metal,Big Ones,14327
7822,7822,SOUNWEU12CF5F88ADE,ART3O5Z1187B9AB043,Stevie Ray Vaughan And Double Trouble,0.7830371095483493,0.544257505724526,Ain't Gone 'N' Give Up On Love,,2005,368.63955,-12.077,150.582,jazz and blues,The Best Of,385526
7882,7882,SOCUEQK12AB018963A,ARYDFJA1241B9CBFF2,Jacques Douai,0.31385115159841964,0.14519082979005074,Bonjour,,0,42.4224,-18.497,120.56,none,Heritage - Jacques Douai Chante Pour Les Enfants_ Vol.2 - BAM (1961-1971),368967
7907,7907,SONTKHG12A81C22D4C,ARN03F71187FB4E3F4,Ayo,0.5225901845504569,0.3906412358783116,Only You,,2006,288.49587,-11.470999999999998,57.638999999999996,soul and reggae,Live At The Olympia,179500
7931,7931,SODZSJG12A6D4F87AF,ARJIE2Y1187B994AB7,Line Renaud,0.4702122956890726,0.3200869267523748,Mambo Bacan,0.0,1994,157.93587,-11.050999999999998,121.852,none,Les Années Chansons,34757
7964,7964,SOKIZGL12AB018342D,ARH6W4X1187B99274F,Radiohead,0.8999349522317316,0.6046668763512903,You (Demo),0.5459373813310376,2009,204.06812,-13.708,111.62899999999999,rock,Pablo Honey (Collector's Edition),404997
8070,8070,SOMDWZC12A8C13A065,ARBB58Y1187B9B621B,Bill & Gloria Gaither,0.4268827623466008,0.3333034182734665,I'll Meet You By The River (Southern Convention Songs Version),0.2960782280032645,0,194.82076999999998,-12.097999999999999,42.797,none,Southern Convention Songs,155721
8149,8149,SOBPTED12A6D4F99C7,AR9W3X91187FB3994C,Phil Collins,0.6559214175882668,0.5783016335967479,You Can't Hurry Love (Live),0.4574471670851005,1990,174.23628,-9.79,206.94099999999997,british,Serious Hits... Live!,41136
8218,8218,SOBUPHJ12A58A7C7F8,ARBB58Y1187B9B621B,Bill & Gloria Gaither,0.4268827623466008,0.3333034182734665,I Walked Today Where Jesus Walked,0.2744586351485087,0,290.06322,-14.492,152.606,none,Jerusalem Homecoming,64628
8234,8234,SODAABR12A58A7A953,ARBB58Y1187B9B621B,Bill & Gloria Gaither,0.4268827623466008,0.3333034182734665,I Never Shall Forget That Day (Reunion Album Version),,0,235.78077000000002,-9.456,145.907,none,Reunion,550685
8322,8322,SOWGJTP12AB018637B,AR8BMEQ1187B9B4214,Pumpkin Buzzard,0.3911088846318064,0.2400984057529611,Requiem Blaster,,0,120.00608000000001,-18.682000000000002,111.00399999999999,none,Perfect Dragon,639908
8325,8325,SODPYXE12A58A7AF97,AR78ZID1187B9B31ED,Mikey Dread,0.5856831498303938,0.3604457658067229,Problems,0.37952332442218817,0,289.64526,-6.46,137.746,classic pop and rock,SWALK,248564
8329,8329,SOKGYMR12A8C1433E3,AR7KA5V1187FB44E6B,The Del McCoury Band,0.6087035683375998,0.3622189568153929,Don't You Think It's Time To Go,0.2658610492106501,0,134.68688999999998,-11.197000000000001,106.21799999999999,folk,The Family,757779
8350,8350,SOEJCIN12A8C132263,AR78ZID1187B9B31ED,Mikey Dread,0.5856831498303938,0.3604457658067229,Your Love,,0,246.02077000000003,-15.011,162.009,classic pop and rock,Happy Family,246079
8374,8374,SOYBGAM12AB017A82A,ARCCRTI11F4C845308,White Heart,0.4773647524835352,0.33750728916593725,Speed Of Sound (Emergency Broadcast Album Version),0.2617333083746529,0,184.68526,-9.579,104.52,none,Emergency Broadcast,484159
8534,8534,SOTDEPN12AC3DF46DB,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,0.6815813054346181,0.4794076755751476,Christina The Astonishing (2010 Digital Remaster),0.3829350900750193,0,290.95138,-15.456,109.85700000000001,seen live,Henry's Dream (2010 Digital Remaster),776437
8576,8576,SOBCSFE12A6D4F814A,AROF4LP1187FB41C51,Selena,0.7483207030670265,0.5458659170701919,El Chico Del Apartamento 512,,0,207.93424,-4.8,101.947,none,Todos Mis Exitos Vol. 2,25407
8577,8577,SOYHHHT12A6D4F7F97,AR9W3X91187FB3994C,Phil Collins,0.6559214175882668,0.5783016335967479,One More Night,0.8234792303926979,1985,285.98812000000004,-11.341,136.32,british,Hits,40839
8590,8590,SOJPNCH12A67AE0E21,ARN03F71187FB4E3F4,Ayo,0.5225901845504569,0.3906412358783116,Watching You,0.7711633221969872,2006,232.28036,-15.606,117.495,soul and reggae,Joyful,68828
8592,8592,SOGKNMB12AB0189683,ARYDFJA1241B9CBFF2,Jacques Douai,0.31385115159841964,0.14519082979005074,La Rivière De Ton Dos,,0,115.51302,-17.944000000000003,91.302,none,Heritage - Récital n°7 & 8 - BAM (1960-1961),368974
8703,8703,SOQXGVE12CF5F86D20,ART3O5Z1187B9AB043,Stevie Ray Vaughan And Double Trouble,0.7830371095483493,0.544257505724526,Tin Pan Alley (aka Roughest Place In Town),,2005,551.91465,-17.293,113.447,jazz and blues,The Essential Stevie Ray Vaughan And Double Trouble,290015
8707,8707,SOGHXZH12A8C1388B9,ARXPPEY1187FB51DF4,Michael Jackson,0.8665203198102411,0.7665454507572961,Heaven Can Wait,0.639791573117204,2001,289.38403999999997,-3.573,117.36200000000001,pop,Invincible,289547
8778,8778,SOMYGCE12A8C134338,ARCCRTI11F4C845308,White Heart,0.4773647524835352,0.33750728916593725,Change The Way (Highlands Album Version),0.2472480943708872,0,287.9473,-8.212,132.106,none,Attack!,148550
8829,8829,SORXSAJ12A6D4F92BA,ARVN9FZ1187FB393F1,Snow Patrol,0.8183193591388943,0.667294595643469,It Doesn't Matter Where_ Just Drive,0.5908906112984623,2006,217.57342000000003,-10.786,186.44,northern irish,Chasing Cars,358348
8847,8847,SOUASUS12A81C22D53,ARN03F71187FB4E3F4,Ayo,0.5225901845504569,0.3906412358783116,Girls,,0,463.59465,-9.932,208.832,soul and reggae,Live At The Olympia,179500
8893,8893,SODMADA12A8C139707,AR78ZID1187B9B31ED,Mikey Dread,0.5856831498303938,0.3604457658067229,Master Mantrol (Dub / Instrumental Reggae Music),,0,261.79873,-18.679000000000002,141.148,classic pop and rock,Mikey Dread Dubwise,252712
8920,8920,SOXAPVV12A67020F8C,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,0.6815813054346181,0.4794076755751476,New Morning (Live),0.4072330149011048,1993,202.05669,-10.319,70.759,seen live,Live Seeds,10148
8993,8993,SOOYYUG12A8C1440CA,AR7KA5V1187FB44E6B,The Del McCoury Band,0.6087035683375998,0.3622189568153929,High On the Mountain,0.0,0,183.17016,-14.668,180.521,folk,By Request,758079
9078,9078,SOLSEJO12AB0187C4C,AR8BMEQ1187B9B4214,Pumpkin Buzzard,0.3911088846318064,0.2400984057529611,Red Castle,,0,41.24689,-12.319,105.115,none,Perfect Dragon,639908
9085,9085,SOZOEJC12CF5CFAD99,AR6PJ8R1187FB5AD70,Shakira,0.8573199009058027,0.7172098545666633,Estoy Aquí,,1995,366.70649,-7.098,123.448,colombian,The Remixes,300411
9133,9133,SOUMBKO12A8C135722,AR12F2S1187FB56EEF,Aerosmith,0.8725365986697359,0.6111175034329808,Reefer Head Woman,0.5662267608745746,1979,241.8673,-12.328,94.42299999999999,heavy metal,Night In The Ruts,289322
9224,9224,SOBXWUS12A58A7DF5C,AR9W3X91187FB3994C,Phil Collins,0.6559214175882668,0.5783016335967479,Please Come Out Tonight,,1993,346.5922,-15.017999999999999,89.921,british,Both Sides,40838
9294,9294,SOFSRCP12CF5CFD696,AR9W3X91187FB3994C,Phil Collins,0.8145062235993344,0.5848368887194165,Testify,,2002,392.82892999999996,-5.295,85.083,british,Love Songs,1792
9368,9368,SOHGJUI12AF72A724F,ARH6W4X1187B99274F,Radiohead,0.8999349522317316,0.6046668763512903,2 + 2 = 5,,2003,198.47791,-5.636,149.49200000000002,rock,The Best Of,257676
9390,9390,SOMMHHW12A6D4F9932,AROIHOI122988FEB8E,Mario Rosenstock,0.3345427836570606,0.04903438084848781,The Daddy,,0,277.75955,-12.617,116.052,none,Gift Grub 7,49859
9416,9416,SOTPYPV12AC907281F,AREWQSE1187B9AEC6C,The Jackson Southernaires,0.3230089909532323,0.3114376403272833,Lift Jesus Up,,0,235.36281,-8.922,103.916,none,Hear Our Prayers O Lord,600648
9419,9419,SOFMGHL12AB017AD79,ARX9YIP1187B98A656,RUN-DMC,0.6869889546292448,0.6066301517291853,Slow And Low,,1985,266.21342000000004,-7.662999999999999,163.88099999999997,hip-hop,King Of Rock,386879
9453,9453,SOOOWIC12A6701C7E5,AR12F2S1187FB56EEF,Aerosmith,0.8725365986697359,0.6107314629039089,Crazy,,1993,318.61506,-4.43,232.709,heavy metal,Young Lust: The Aerosmith Anthology,14312
9461,9461,SOCOZST12A67020452,ARE8GLF1187FB52532,Red Hot Chili Peppers,0.8339679720525084,0.5769038155883393,Parallel Universe (Album Version),0.7732927622105932,1999,269.34812,-2.9760000000000004,124.915,alternative rock,Californication,9152
9477,9477,SOXFQVY12A58A7B456,AR9W3X91187FB3994C,Phil Collins,0.6559214175882668,0.5783016335967479,Everyday,0.6140061731412001,1993,343.43138,-9.808,94.705,british,Both Sides,40838
9506,9506,SODDJEB12A8AE479D8,AREWQSE1187B9AEC6C,The Jackson Southernaires,0.3230089909532323,0.3114376403272833,Somewhere In Between,,0,338.12852999999996,-11.685,90.846,none,Power Packed,234069
9560,9560,SOLINYF12A8C141852,AROIHOI122988FEB8E,Mario Rosenstock,0.3345427836570606,0.04903438084848781,Fast Eddie,,0,136.46322,-12.657,121.79700000000001,none,Gift,269980
9651,9651,SOAZXQK12A6D4F9D99,ARE8GLF1187FB52532,Red Hot Chili Peppers,0.8339679720525084,0.5762019662804653,Buckle Down (2002 Digital Remaster),,0,203.96363,-5.735,110.875,alternative rock,Red Hot Chili Peppers,44355
9717,9717,SOAOPCG12AC468D27E,ARH6W4X1187B99274F,Radiohead,0.8999349522317316,0.6758870114182804,Everything In Its Right Place,,2000,249.93913999999998,-11.637,122.831,rock,The Best Of,257658
9801,9801,SOVBQWR12A8C137843,ARJIE2Y1187B994AB7,Line Renaud,0.4702122956890726,0.3200869267523748,Il N'Etait Pas Sentimental,0.0,0,140.56444,-11.616,100.869,none,Copacabana,291956
9805,9805,SOPKJJT12A8C1433B0,AR7KA5V1187FB44E6B,The Del McCoury Band,0.6087035683375998,0.3622189568153929,It's Surprising What the Lord Can Do,0.0,2006,171.67628,-8.472999999999999,208.567,folk,The Promise Land,757775
9901,9901,SOMNSHX12A58A79CD2,AREWQSE1187B9AEC6C,The Jackson Southernaires,0.3230089909532323,0.3114376403272833,No Coward Soldier,,0,273.16200000000003,-11.718,115.434,none,Power Packed,234069
9992,9992,SOJARSR12AB0184939,AROIHOI122988FEB8E,Mario Rosenstock,0.3345427836570606,0.04903438084848781,Munster Song (Best of 2009),,0,187.14077,-8.065,90.05,none,Gift Grub 10,637025
